MetWatch weather data export,,,,,,,
Station ID,Start Date,Stop Date,Radiation Mean,Relative Humidity Mean,Rain Total,Temperature Dry Bulb Mean,Wind Speed Mean
KER,31/12/2011 23:00,1/01/2012 0:00,0.11,91.2,0.2,19.25,1.767
KER,1/01/2012 0:00,1/01/2012 1:00,0.28,91.2,0,18.99,1.27
KER,1/01/2012 1:00,1/01/2012 2:00,0.065,91.4,0.2,18.94,1.203
KER,1/01/2012 2:00,1/01/2012 3:00,-0.03,91,0,18.86,1.227
KER,1/01/2012 3:00,1/01/2012 4:00,-0.28,90.6,0.2,18.71,2.163
KER,1/01/2012 4:00,1/01/2012 5:00,-0.49,89.2,0,17.84,2.917
KER,1/01/2012 5:00,1/01/2012 6:00,12.25,88.9,0,17.44,1.833
KER,1/01/2012 6:00,1/01/2012 7:00,99.3,87.8,0,17.47,1.893
KER,1/01/2012 7:00,1/01/2012 8:00,241.2,85.3,0,18.13,2.757
KER,1/01/2012 8:00,1/01/2012 9:00,331.5,80.1,0,18.9,2.617
KER,1/01/2012 9:00,1/01/2012 10:00,461.29999,78.4,0,19.41,2.883
KER,1/01/2012 10:00,1/01/2012 11:00,452.39999,72.4,0,20.81,2.623
KER,1/01/2012 11:00,1/01/2012 12:00,516.5,70.2,0,21.54,3.293
KER,1/01/2012 12:00,1/01/2012 13:00,676.59998,68.44,0,21.97,3.657
KER,1/01/2012 13:00,1/01/2012 14:00,935,66.54,0,22.39,4.737
KER,1/01/2012 14:00,1/01/2012 15:00,1040,65.17,0,22.58,5.287
KER,1/01/2012 15:00,1/01/2012 16:00,574.20001,67.82,0,21.75,4.177
KER,1/01/2012 16:00,1/01/2012 17:00,419.79999,75.2,0,19.82,4.4
KER,1/01/2012 17:00,1/01/2012 18:00,201.39999,78,0,18.68,4.297
KER,1/01/2012 18:00,1/01/2012 19:00,94.6,80.2,0,18.13,3.297
KER,1/01/2012 19:00,1/01/2012 20:00,6.293,81.7,0,17.83,2.107
KER,1/01/2012 20:00,1/01/2012 21:00,-0.335,82.8,0,17.64,2.667
KER,1/01/2012 21:00,1/01/2012 22:00,0.335,83.6,0,17.37,2.837
KER,1/01/2012 22:00,1/01/2012 23:00,0.561,82.7,0,17.29,2.433
KER,1/01/2012 23:00,2/01/2012 0:00,-0.981,82.1,0,17.19,3.907
KER,2/01/2012 0:00,2/01/2012 1:00,-0.26,80.7,0,16.87,2.657
KER,2/01/2012 1:00,2/01/2012 2:00,0.205,82.1,0,16.45,3.173
KER,2/01/2012 2:00,2/01/2012 3:00,0.09,83.7,0,16.24,2.89
KER,2/01/2012 3:00,2/01/2012 4:00,0.901,82.7,0,16.09,2.62
KER,2/01/2012 4:00,2/01/2012 5:00,-0.37,84.6,0,16.29,2.143
KER,2/01/2012 5:00,2/01/2012 6:00,4.965,84.8,0,16.23,2.46
KER,2/01/2012 6:00,2/01/2012 7:00,79.6,82.5,0,16.6,2.967
KER,2/01/2012 7:00,2/01/2012 8:00,260.10001,76.9,0,17.82,3.167
KER,2/01/2012 8:00,2/01/2012 9:00,382.89999,67.88,0,19.04,2.777
